policy_num,invoice_num,invoice_type,invoice_start_date,invoice_end_date,days_arrears_allowed,installment_num,premium
POL-D69A329B,INV-677802D9,Premium,2024-04-19,2024-05-19,60,10,541.66
POL-D69A329B,INV-4131A682,Premium,2024-05-19,2024-06-18,60,11,541.66
POL-304E1263,INV-FED27873,Adjustment,2024-08-21,2025-02-17,90,1,1482.62
POL-ED643EE6,INV-FF9012DC,Premium,2023-12-18,2024-06-15,90,1,314.13
POL-ED643EE6,INV-75915161,Premium,2024-06-15,2024-12-12,60,2,314.13
POL-ED643EE6,INV-6D086881,Premium,2024-12-12,2024-12-17,60,3,314.13
POL-B4E663E7,INV-50B6EA8F,Premium,2025-08-27,2025-09-26,90,1,1746.21
POL-B4E663E7,INV-431B8394,Premium,2025-09-26,2025-10-26,90,2,1746.21
POL-B4E663E7,INV-4812EDF8,Premium,2025-10-26,2025-11-25,60,3,1746.21
POL-B4E663E7,INV-AD3C9583,Premium,2025-11-25,2025-12-25,60,4,1746.21
POL-2565578E,INV-66F7C46B,Adjustment,2023-02-13,2023-03-15,30,1,707.83
POL-2565578E,INV-8FEBF0A9,Premium,2023-03-15,2023-04-14,90,2,707.83
POL-2565578E,INV-BE31281A,Premium,2023-04-14,2023-05-14,90,3,707.83
POL-2565578E,INV-C07F2FBB,Premium,2023-05-14,2023-06-13,90,4,707.83
POL-0D427E2F,INV-15E743D1,Premium,2022-09-16,2023-03-15,60,1,873.99
POL-0D427E2F,INV-700F89F3,Premium,2023-03-15,2023-09-11,90,2,873.99
POL-0D427E2F,INV-8D3DE051,Premium,2023-09-11,2023-09-16,60,3,873.99
POL-6247AD53,INV-2C4C1410,Premium,2025-03-01,2025-05-30,60,1,1237.52
POL-6247AD53,INV-A3DFC37A,Premium,2025-05-30,2025-08-28,90,2,1237.52
POL-6247AD53,INV-3AF018AE,Premium,2025-08-28,2025-11-26,60,3,1237.52
POL-6247AD53,INV-9D54BCCA,Premium,2025-11-26,2026-02-24,30,4,1237.52
POL-6247AD53,INV-10923343,Premium,2026-02-24,2026-03-01,90,5,1237.52
POL-3CD534C8,INV-9C376FF6,Premium,2024-01-26,2024-07-24,90,1,904.28
POL-3CD534C8,INV-39F0EC89,Adjustment,2024-07-24,2025-01-20,90,2,904.28
POL-3CD534C8,INV-F114214D,Premium,2025-01-20,2025-01-25,30,3,904.28
POL-9B1ABCE2,INV-BBE46CED,Premium,2025-05-28,2025-11-24,90,1,1440.04
POL-9B1ABCE2,INV-46DDFC0F,Premium,2025-11-24,2026-05-23,30,2,1440.04
POL-9B1ABCE2,INV-5F9C8909,Premium,2026-05-23,2026-05-28,30,3,1440.04
POL-F75F459B,INV-F43B9B51,Premium,2022-12-02,2023-01-01,90,1,1211.07
POL-F75F459B,INV-C3EBDFEF,Premium,2023-01-01,2023-01-31,90,2,1211.07
POL-F75F459B,INV-CB9A2623,Refund,2023-01-31,2023-03-02,90,3,1211.07
POL-F75F459B,INV-F1401412,Premium,2023-03-02,2023-04-01,60,4,1211.07
POL-F75F459B,INV-E009AE76,Adjustment,2023-04-01,2023-05-01,60,5,1211.07
POL-F75F459B,INV-726B0BBB,Premium,2023-05-01,2023-05-31,30,6,1211.07
POL-F75F459B,INV-B1543382,Premium,2023-05-31,2023-06-30,90,7,1211.07
POL-F75F459B,INV-301EC147,Premium,2023-06-30,2023-07-30,90,8,1211.07
POL-F75F459B,INV-292C0071,Premium,2023-07-30,2023-08-29,90,9,1211.07
POL-F75F459B,INV-638C2FB6,Premium,2023-08-29,2023-09-28,60,10,1211.07
POL-F75F459B,INV-2863BF5F,Premium,2023-09-28,2023-10-28,90,11,1211.07
POL-F75F459B,INV-80E33895,Premium,2023-10-28,2023-11-27,90,12,1211.07
POL-F75F459B,INV-0B3FAD31,Premium,2023-11-27,2023-12-02,30,13,1211.07
POL-50E7004B,INV-495481DA,Premium,2023-10-01,2024-03-29,30,1,910.37
POL-50E7004B,INV-5D152D61,Premium,2024-03-29,2024-09-25,90,2,910.37
POL-50E7004B,INV-B07046AF,Premium,2024-09-25,2024-09-30,60,3,910.37
POL-DB745FB0,INV-A4D2C2C5,Premium,2024-03-23,2024-04-22,90,1,670.07
POL-DB745FB0,INV-2D27C7CF,Premium,2024-04-22,2024-05-22,60,2,670.07
POL-DB745FB0,INV-29E0F29E,Premium,2024-05-22,2024-06-21,90,3,670.07
POL-DB745FB0,INV-98AC3F81,Premium,2024-06-21,2024-07-21,60,4,670.07
POL-DB745FB0,INV-E70E4C2C,Premium,2024-07-21,2024-08-20,30,5,670.07
POL-DB745FB0,INV-B3FE4D8C,Premium,2024-08-20,2024-09-19,30,6,670.07
POL-DB745FB0,INV-28718D58,Premium,2024-09-19,2024-10-19,60,7,670.07
POL-DB745FB0,INV-8FFFF75A,Premium,2024-10-19,2024-11-18,90,8,670.07
POL-DB745FB0,INV-1C5AF800,Premium,2024-11-18,2024-12-18,90,9,670.07
POL-DB745FB0,INV-5C147BAB,Premium,2024-12-18,2025-01-17,30,10,670.07
POL-DB745FB0,INV-8FE5A53A,Premium,2025-01-17,2025-02-16,60,11,670.07
POL-DB745FB0,INV-60227328,Premium,2025-02-16,2025-03-18,60,12,670.07
POL-DB745FB0,INV-47F68EEF,Premium,2025-03-18,2025-03-23,60,13,670.07
POL-65B599A4,INV-3F62C9A8,Premium,2022-06-05,2022-12-02,90,1,1163.19
POL-65B599A4,INV-A990DBAE,Premium,2022-12-02,2023-05-31,30,2,1163.19
POL-65B599A4,INV-E6DAE2DB,Premium,2023-05-31,2023-06-05,30,3,1163.19
POL-635AA20E,INV-E44F7528,Premium,2022-07-28,2022-10-26,30,1,853.27
POL-635AA20E,INV-B1F12B0F,Premium,2022-10-26,2023-01-24,30,2,853.27
POL-635AA20E,INV-619F7ED6,Premium,2023-01-24,2023-04-24,90,3,853.27
POL-635AA20E,INV-E22B1D37,Premium,2023-04-24,2023-07-23,30,4,853.27
POL-635AA20E,INV-F013217B,Premium,2023-07-23,2023-07-28,90,5,853.27
POL-52132DC5,INV-15EBEC32,Premium,2025-03-05,2025-04-04,60,1,401.57
POL-52132DC5,INV-95585AEF,Premium,2025-04-04,2025-05-04,90,2,401.57
POL-52132DC5,INV-6CC10A2A,Adjustment,2025-05-04,2025-06-03,90,3,401.57
POL-52132DC5,INV-3AF332D7,Adjustment,2025-06-03,2025-07-03,60,4,401.57
POL-52132DC5,INV-FEBFD5A7,Premium,2025-07-03,2025-08-02,90,5,401.57
POL-52132DC5,INV-A9C2EDF3,Premium,2025-08-02,2025-09-01,30,6,401.57
POL-52132DC5,INV-CEE444F6,Premium,2025-09-01,2025-10-01,60,7,401.57
POL-52132DC5,INV-8C5FA3FB,Premium,2025-10-01,2025-10-31,90,8,401.57
POL-52132DC5,INV-5978073B,Premium,2025-10-31,2025-11-30,60,9,401.57
POL-52132DC5,INV-3F8FD90E,Adjustment,2025-11-30,2025-12-30,90,10,401.57
POL-52132DC5,INV-13B4C780,Premium,2025-12-30,2026-01-29,30,11,401.57
POL-52132DC5,INV-852B319E,Premium,2026-01-29,2026-02-28,30,12,401.57
POL-52132DC5,INV-19A73246,Premium,2026-02-28,2026-03-05,30,13,401.57
POL-0FE59CE1,INV-8133B4B1,Premium,2024-12-27,2025-06-25,60,1,722.09
POL-0FE59CE1,INV-C81426B6,Premium,2025-06-25,2025-12-22,30,2,722.09
POL-0FE59CE1,INV-D323B84B,Premium,2025-12-22,2025-12-27,60,3,722.09
POL-912D669F,INV-45E14E24,Premium,2024-01-29,2024-07-27,90,1,399.5
POL-912D669F,INV-5B8CB582,Adjustment,2024-07-27,2025-01-23,30,2,399.5
POL-912D669F,INV-983F510F,Premium,2025-01-23,2025-01-28,60,3,399.5
POL-8C0F8B4A,INV-BD05386D,Premium,2022-01-26,2022-04-26,60,1,576.8
POL-8C0F8B4A,INV-2CC7971D,Premium,2022-04-26,2022-07-25,60,2,576.8
POL-8C0F8B4A,INV-D4661526,Adjustment,2022-07-25,2022-10-23,60,3,576.8
POL-8C0F8B4A,INV-63D01B08,Premium,2022-10-23,2023-01-21,60,4,576.8
POL-F0BCA24E,INV-3C045732,Premium,2022-08-05,2023-02-01,60,1,1737.79
POL-F0BCA24E,INV-5664D353,Premium,2023-02-01,2023-07-31,60,2,1737.79
POL-C8B8D6ED,INV-060AD96E,Premium,2025-12-19,2026-01-18,60,1,794.88
POL-C8B8D6ED,INV-0A1BD721,Premium,2026-01-18,2026-02-17,90,2,794.88
POL-C8B8D6ED,INV-0001C814,Premium,2026-02-17,2026-03-19,30,3,794.88
POL-C8B8D6ED,INV-74721479,Premium,2026-03-19,2026-04-18,60,4,794.88
POL-C8B8D6ED,INV-CFB4E084,Premium,2026-04-18,2026-05-18,60,5,794.88
POL-E40ED001,INV-929ED4F7,Premium,2026-02-11,2026-08-10,90,1,369.32
POL-AC5317EC,INV-6F38AA51,Premium,2024-08-10,2025-02-06,90,1,1408.78
POL-AC5317EC,INV-2D49D62C,Premium,2025-02-06,2025-08-05,30,2,1408.78
POL-AC5317EC,INV-A78489BA,Premium,2025-08-05,2025-08-10,90,3,1408.78
POL-1CCAF738,INV-3CA37253,Premium,2025-04-28,2025-07-27,30,1,1496.05
POL-1CCAF738,INV-ED423AFA,Premium,2025-07-27,2025-10-25,60,2,1496.05
POL-1CCAF738,INV-B06A52C6,Premium,2025-10-25,2026-01-23,60,3,1496.05
POL-1CCAF738,INV-FEC681BF,Premium,2026-01-23,2026-04-23,90,4,1496.05
POL-1CCAF738,INV-9C81FB86,Premium,2026-04-23,2026-04-28,60,5,1496.05
POL-D49808DA,INV-794490E4,Premium,2022-06-27,2022-09-25,60,1,1584.67
POL-D49808DA,INV-01AA1AD9,Premium,2022-09-25,2022-12-24,30,2,1584.67
POL-D49808DA,INV-ED9FA7CB,Premium,2022-12-24,2023-03-24,30,3,1584.67
POL-D49808DA,INV-164B0C4C,Premium,2023-03-24,2023-06-22,30,4,1584.67
POL-D49808DA,INV-FF07CEA3,Premium,2023-06-22,2023-06-27,90,5,1584.67
POL-8662B33A,INV-584AA20C,Premium,2026-03-17,2026-09-13,90,1,1091.23
POL-8662B33A,INV-5336F37F,Premium,2026-09-13,2027-03-12,60,2,1091.23
POL-5C031C44,INV-8977B67A,Premium,2023-11-20,2024-02-18,30,1,365.49
POL-5C031C44,INV-A6C870D1,Premium,2024-02-18,2024-05-18,30,2,365.49
POL-189665B3,INV-FDC1CB12,Premium,2023-01-08,2023-04-08,90,1,1060.53
POL-189665B3,INV-732FCDCB,Premium,2023-04-08,2023-07-07,60,2,1060.53
POL-189665B3,INV-86C6B029,Refund,2023-07-07,2023-10-05,60,3,1060.53
POL-189665B3,INV-71956142,Premium,2023-10-05,2024-01-03,60,4,1060.53
POL-6EB57814,INV-238F5448,Premium,2023-11-29,2024-05-27,90,1,1718.12
POL-6EB57814,INV-8C0BF1AC,Premium,2024-05-27,2024-11-23,30,2,1718.12
POL-E24F67B5,INV-304605B1,Premium,2023-07-20,2023-08-19,30,1,1735.97
POL-E24F67B5,INV-AA23DCC3,Refund,2023-08-19,2023-09-18,90,2,1735.97
POL-E24F67B5,INV-41769696,Premium,2023-09-18,2023-10-18,30,3,1735.97
POL-E24F67B5,INV-18362714,Premium,2023-10-18,2023-11-17,90,4,1735.97
POL-EF9F17B7,INV-904B15C6,Premium,2023-05-10,2023-08-08,90,1,634.01
POL-EF9F17B7,INV-0FB561A5,Premium,2023-08-08,2023-11-06,30,2,634.01
POL-EF9F17B7,INV-2869A34C,Premium,2023-11-06,2024-02-04,60,3,634.01
POL-EF9F17B7,INV-FAF7B6C3,Premium,2024-02-04,2024-05-04,60,4,634.01
POL-EF9F17B7,INV-DD906E20,Premium,2024-05-04,2024-05-09,90,5,634.01
POL-A7FD7D6F,INV-D0C9B050,Premium,2025-02-11,2025-03-13,60,1,1446.71
POL-A7FD7D6F,INV-AE2F9716,Premium,2025-03-13,2025-04-12,60,2,1446.71
POL-A7FD7D6F,INV-652B42CE,Premium,2025-04-12,2025-05-12,60,3,1446.71
POL-A7FD7D6F,INV-CEA04430,Premium,2025-05-12,2025-06-11,60,4,1446.71
POL-A7FD7D6F,INV-C902A040,Premium,2025-06-11,2025-07-11,30,5,1446.71
POL-A7FD7D6F,INV-8591612C,Adjustment,2025-07-11,2025-08-10,90,6,1446.71
POL-A7FD7D6F,INV-5ACB0683,Premium,2025-08-10,2025-09-09,60,7,1446.71
POL-A7FD7D6F,INV-A68B58FE,Premium,2025-09-09,2025-10-09,90,8,1446.71
POL-A7FD7D6F,INV-C324DBA2,Premium,2025-10-09,2025-11-08,30,9,1446.71
POL-A7FD7D6F,INV-DC7FA9EE,Premium,2025-11-08,2025-12-08,60,10,1446.71
POL-A7FD7D6F,INV-226471EE,Premium,2025-12-08,2026-01-07,60,11,1446.71
POL-A7FD7D6F,INV-E2623BAB,Premium,2026-01-07,2026-02-06,60,12,1446.71
POL-A7FD7D6F,INV-E0958B62,Premium,2026-02-06,2026-02-11,60,13,1446.71
POL-6D2057C3,INV-1965FC99,Premium,2025-11-15,2026-05-14,90,1,660.94
POL-6D2057C3,INV-56E6EE37,Adjustment,2026-05-14,2026-11-10,60,2,660.94
POL-E4288D33,INV-CEA58EBC,Premium,2024-07-06,2024-08-05,30,1,1617.95
POL-E4288D33,INV-EB6FC347,Premium,2024-08-05,2024-09-04,60,2,1617.95
POL-E4288D33,INV-051B3415,Premium,2024-09-04,2024-10-04,30,3,1617.95
POL-E4288D33,INV-019AB627,Premium,2024-10-04,2024-11-03,30,4,1617.95
POL-E4288D33,INV-C79E7375,Refund,2024-11-03,2024-12-03,60,5,1617.95
POL-E4288D33,INV-7BCDA2EF,Premium,2024-12-03,2025-01-02,90,6,1617.95
POL-E4288D33,INV-1A64E357,Adjustment,2025-01-02,2025-02-01,90,7,1617.95
POL-E4288D33,INV-7487F58B,Premium,2025-02-01,2025-03-03,60,8,1617.95
POL-E4288D33,INV-26751486,Premium,2025-03-03,2025-04-02,60,9,1617.95
POL-E4288D33,INV-A4646FB8,Premium,2025-04-02,2025-05-02,60,10,1617.95
POL-E4288D33,INV-581BE657,Premium,2025-05-02,2025-06-01,90,11,1617.95
POL-E4288D33,INV-4B102BDA,Premium,2025-06-01,2025-07-01,60,12,1617.95
POL-E4288D33,INV-95B503B2,Premium,2025-07-01,2025-07-06,90,13,1617.95
POL-F3BDEE7E,INV-1F911680,Premium,2022-07-10,2022-08-09,90,1,1283.04
POL-F3BDEE7E,INV-9D8D6CD4,Premium,2022-08-09,2022-09-08,30,2,1283.04
POL-F3BDEE7E,INV-84B6833F,Premium,2022-09-08,2022-10-08,60,3,1283.04
POL-F3BDEE7E,INV-9483124F,Premium,2022-10-08,2022-11-07,90,4,1283.04
POL-F3BDEE7E,INV-76D66D5E,Premium,2022-11-07,2022-12-07,90,5,1283.04
POL-F3BDEE7E,INV-58F9FE87,Premium,2022-12-07,2023-01-06,30,6,1283.04
POL-F3BDEE7E,INV-358FF37A,Premium,2023-01-06,2023-02-05,30,7,1283.04
POL-F3BDEE7E,INV-745500C5,Refund,2023-02-05,2023-03-07,60,8,1283.04
POL-F3BDEE7E,INV-B29485DA,Premium,2023-03-07,2023-04-06,60,9,1283.04
POL-F3BDEE7E,INV-67459931,Premium,2023-04-06,2023-05-06,60,10,1283.04
POL-F3BDEE7E,INV-69ECDF7A,Premium,2023-05-06,2023-06-05,30,11,1283.04
POL-F3BDEE7E,INV-92D4272C,Premium,2023-06-05,2023-07-05,60,12,1283.04
POL-F3BDEE7E,INV-F2EDFA1C,Adjustment,2023-07-05,2023-07-10,30,13,1283.04
POL-6E5CBAA4,INV-181011FF,Premium,2025-11-17,2026-02-15,30,1,738.28
POL-6E5CBAA4,INV-7ADB124C,Premium,2026-02-15,2026-05-16,90,2,738.28
POL-6E5CBAA4,INV-560B74D8,Premium,2026-05-16,2026-08-14,90,3,738.28
POL-6E5CBAA4,INV-3C66E82E,Premium,2026-08-14,2026-11-12,90,4,738.28
POL-AC8CFBA5,INV-2BF5C752,Premium,2025-09-21,2025-12-20,90,1,1198.03
POL-AC8CFBA5,INV-ED56EE74,Premium,2025-12-20,2026-03-20,90,2,1198.03
POL-AC8CFBA5,INV-ED80CF84,Premium,2026-03-20,2026-06-18,60,3,1198.03
POL-AC8CFBA5,INV-3FE87A18,Premium,2026-06-18,2026-09-16,60,4,1198.03
POL-AC8CFBA5,INV-ACC5BB49,Adjustment,2026-09-16,2026-09-21,30,5,1198.03
